# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, HMP, HEP, IDA, IGI, ISO, IGC, NAS, HGI, IPI, IEP, ISA, RCA, IC, HDA
# associations retrieved on: 2021-09-21 13:58:58-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:34-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 6330
# number of attributes: 14778
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000002	mitochondrial genome maintenance	AKT3 OPA1
GO:0000178	exosome (RNase complex)	DIS3L EXOSC1 EXOSC10 EXOSC3 EXOSC4 EXOSC7 EXOSC8 EXOSC9 GTPBP1 MPHOSPH6 PNPT1 SUPV3L1 ZFC3H1 ZFP36
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	TFB1M
GO:0000182	rDNA binding	GTF2H5 MTOR
GO:0000183	chromatin silencing at rDNA	BAZ2A RRP8 SIRT1 SMARCA5
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	CTIF DCP1A DCP2 EIF3E EIF4A3 ETF1 EXOSC10 GSPT1 GSPT2 MAGOH MAGOHB NCBP2 PARN RBM8A RNPS1 SMG1 SMG6 SMG8 UPF1 UPF2 UPF3B
GO:0000185	activation of MAPKKK activity	TRAF7
GO:0000186	activation of MAPKK activity	EGF EGFR ERCC6 GNAI2 JAK2 LAMTOR2 LAMTOR3 MAP3K11 MAP3K4 MAP3K5 MAPKBP1 PSEN1 RAF1 TAOK2 TNIK
GO:0000187	activation of MAPK activity	DAB2 EGF ERCC6 ERN1 ERP29 GRM4 IQGAP3 KARS KIT MADD MAP2K1 MAP2K4 MAP3K11 MAP3K5 MAP4K2 MAPK8IP3 MOS MUC20 MUL1 PLCE1 PRDX2 PTPN11 PXN SHC1 SOD1 TGFB3 TNFSF11 TRP73
GO:0000188	inactivation of MAPK activity	DUSP10 DUSP19 SPRED2
GO:0000189	MAPK import into nucleus	TPR
GO:0000209	protein polyubiquitination	AMFR ANAPC1 ANAPC10 ANAPC11 ANAPC2 ANAPC4 ANAPC5 ANAPC7 AXIN1 BARD1 BFAR BRCA1 BTRC CBL CDC16 CDC26 CDC27 CDC34 CHFR CUL3 DDB2 DTL DZIP3 FBXW11 HACE1 HDAC6 HECTD1 HUWE1 ITCH JADE2 MGRN1 MKRN1 NEDD4 NEDD4L PELI1 PPIL2 PRPF19 RFFL RNF111 RNF115 RNF126 RNF146 RNF165 RNF168 RNF180 RNF187 RNF20 RNF216 RNF34 RNF4 RNF5 SASH1 SHPRH SKP2 SMURF1 STUB1 SYVN1 TAF1 TNKS TNKS2 TOPORS TRIM27 TRIM32 TTC3 UBE2A UBE2B UBE2C UBE2CBP UBE2D2A UBE2D3 UBE2E1 UBE2G1 UBE2G2 UBE2H UBE2K UBE2L3 UBE2N UBE2O UBE2Q2 UBE2S UBE2T UBE2W UBE3A UBE3C UBE4A UBE4B UBR5 WWP2
GO:0000212	meiotic spindle organization	ASPM ATRX AURKA DICER1 ESPL1 FBXO5 GOLGA2 MOS MYH9 TUBG1
GO:0000217	DNA secondary structure binding	BLM CLSPN ERCC5 HMG20B HMGB1 NEIL3 RAD18 WRN
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	ATP6V0A2
GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	NGLY1
GO:0000226	microtubule cytoskeleton organization	AP1G1 APC ASPM ATRX ATXN3 ATXN7 AUNIP AURKA AXIN1 BBS2 BBS4 BCCIP BICD2 BIRC5 BOD1 BRCA2 BUB3 CAMSAP1 CAMSAP2 CAMSAP3 CCDC120 CCDC155 CCNB1 CCSER2 CDC20 CDC42BPA CDK5RAP2 CDT1 CENPA CENPE CENPJ CEP120 CEP192 CEP350 CEP57 CGN CHAMP1 CHP1 CIB1 CKAP5 CLASP1 CLASP2 CLIP1 CLTC CLUAP1 CNTN2 CRIPT CSNK1D DAG1 DCLK2 DCTN1 DCTN6 DICER1 DISC1 DLG1 DOCK7 DST DYNC1H1 ESPL1 EYA1 FBXO5 FER FGFR1OP FLNA FMN2 FOPNL FSD1 GAPDH GAS2L3 GAS8 GCC2 GOLGA2 HAUS3 HAUS4 HAUS5 HAUS6 HAUS8 HDAC3 HOOK3 HTT INO80 IQCG KATNA1 KHDC3 KIF11 KIF18A KIF20A KIF24 KIF2A KIF2C KIF3A KIZ KNSTRN KPNB1 LMNA MAP1B MAP1S MAP2 MAP4 MAP7 MARK2 MARK4 MCPH1 MOS MYBL2 MYH9 NAV1 NCOR1 NDC80 NDE1 NDEL1 NEDD1 NEFH NEK2 NIN NUF2 NUMA1 NUSAP1 OFD1 PAFAH1B1 PARD3 PCM1 PCNT PEX14 PIBF1 PLK1 POC1A PRC1 PSRC1 PTK2 RAB11A RALBP1 RANBP10 RB1 RCC1 RHOA RPS3 SBDS SEH1L SETD2 SLAIN2 SLK SMN1 SON SPAG16 SPAG5 SPAST SPC25 SPDL1 SPICE1 SPIRE1 SPIRE2 SPRY1 SS18 STMN1 TACC1 TACC2 TACC3 TEX14 TNKS TPX2 TRIM36 TTLL5 TUBB5 TUBG1 TUBG2 TUBGCP5 UBE2B UVRAG WDR62 WDR73 ZFP207 ZW10
GO:0000228	nuclear chromosome	ADD3 AGO3 ATRX BAZ1A BIRC5 BLM BRCA1 BRD4 CHEK1 CHMP1A DNMT3L EXOSC9 FIGNL1 H3F3A H3F3B HNRNPU LIG3 LRPPRC MRE11A MSH4 NEK2 NIFK NOL6 PINX1 RAD21 RAD50 RAD51 RCC1 RPA1 SETX SMARCB1 SMC1B SMC2 SMCHD1 SPIDR SYCP1 SYCP3 TEX11 TOPBP1 TTN TUBG1 ZBTB32
GO:0000235	astral microtubule	DYNLT3 FAM161A NUMA1 PAFAH1B1
GO:0000237	leptotene	TERF1 UBE2B XRCC5
GO:0000239	pachytene	PIWIL1
GO:0000242	pericentriolar material	AKAP9 BBS4 BBS9 CDK5RAP2 CEP192 CEP85 HOOK3 NEDD1 NEK1 NIN PCM1 PCNT RAC1 TCP1 TNKS2 TUBG1 TUBG2
GO:0000244	spliceosomal tri-snRNP complex assembly	LSM2 PRPF19 PRPF3 PRPF31 PRPF6 PRPF8 SART3 USP4
GO:0000245	spliceosomal complex assembly	CRNKL1 GCFC2 GEMIN6 PRPF19 SCAF11 SRPK2 USP39 ZRSR2
GO:0000248	C-5 sterol desaturase activity	SC5D
GO:0000250	lanosterol synthase activity	LSS
GO:0000253	3-keto sterol reductase activity	HSD17B7
GO:0000255	allantoin metabolic process	STAT5A
GO:0000266	mitochondrial fission	ATG3 BNIP3 COX10 DNM1L FIS1 GDAP1 MFF MTFR2 MUL1 VPS35
GO:0000268	peroxisome targeting sequence binding	PEX13 PEX19 PEX5 PEX7
GO:0000271	polysaccharide biosynthetic process	ACADM AKT1 AKT2 B3GNT2 B3GNT4 EXT1 EXT2 GYG GYS1 HS2ST1 NR1D1 PHKG2 PTGES3
GO:0000272	polysaccharide catabolic process	GAA STBD1
GO:0000275	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	ATP5A1 ATP5B ATP5C1 ATP5E
GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	ATP5G1 ATP5H ATP5J2 ATP5K ATP5L
GO:0000278	mitotic cell cycle	ARPP19 AURKA CDC6 CDCA5 CDT1 CENPC1 CENPE CENPF CENPH CENPW CEP250 CHFR CIB1 CIT CLTC CNTRL CUL3 DIS3L2 E2F4 ESPL1 FER IK JTB LATS1 MAP2K1 MASTL NCAPD2 NUF2 NUP153 NUP214 NUP62 NUP88 PBK PHF13 PLK1 PPP1R12A PTPN11 RECQL5 RNF2 RPS6 SETDB2 SKA1 SKA3 SNX18 SNX9 SYCP3 TADA2A TADA3 TUBB3 UBA3 USP16 USP3 VCPIP1 WEE2 XRCC2 ZFP830 ZW10
GO:0000280	nuclear division	ASZ1 BRCA2 BRDT CKS2 DAZL DDX4 DNMT3L ESPL1 FANCA FIGNL1 HSF1 KIF18A MAEL MARF1 MASTL MYBL1 PPP2R1A SPIN1 SUV39H2 SYCP2 TDRD12 TDRD9 TDRKH TEX11 TEX14 TEX15 TEX19.1 UBB UBR2 WEE2
GO:0000281	mitotic cytokinesis	ANK3 ANLN APC ARL3 BBS4 CENPA CEP55 CFL1 CIT CKAP2 DAXX ECT2 JTB KIF20A KIF23 KIF4 MITD1 MYH10 NUSAP1 PDCD6IP PLK1 RACGAP1 SNX18 SNX9 SON SPAST SPTBN1 STAMBP STMN1 TRIM36 USP8
GO:0000287	magnesium ion binding	AASDHPPT ABL1 ABL2 ADPRH ARF1 ATP11A ATP11C ATP8A1 ATP8A2 ATP9A BRSK2 CDC42BPA CLYBL CSNK1A1 CSNK1G2 CSNK1G3 DCTPP1 DIS3L2 DXO ENOPH1 ERN1 FARSB FEN1 FOXK2 GCLC GNAI1 HPRT IDH1 IDH3A IDI1 ITPK1 LATS1 MAP3K5 MAP3K6 MARK2 MAST2 MAST3 MAST4 MTHFD2 MTPAP NLK NUDT5 NUDT7 PDCD6 PDP1 PGM2 PKM PLK1 PPA1 PPA2 PPM1A PPM1B PRKACA PRPSAP1 PRPSAP2 RAN RHEB RNASEH1 RPS6KA1 RPS6KA3 RPS6KA5 RPS6KA6 SIK1 SRPK1 SRPK2 STK11 STK3 STK38 STK38L TESC TKT TOP2A UBA2 WEE2 WNK1 WRN
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	AUH CNOT6L RC3H1 ZFP36 ZFP36L2
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	CNOT6 CNOT7 PAN2 PARN ZFP36
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	CNOT7 PAN3 PATL1
GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	CNOT6 CNOT7 CNOT8 DIS3L2 EXOSC3 EXOSC9 PAN2
GO:0000294	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	UPF1
GO:0000295	adenine nucleotide transmembrane transporter activity	SLC25A17
GO:0000301	retrograde transport, vesicle recycling within Golgi	BICD2 GOLGA5 OPTN PACS1 RAB6A SORL1
GO:0000302	response to reactive oxygen species	ABL1 AGAP3 AKR1B3 AKT1 ANKZF1 APEX1 ATG7 BCAR1 BNIP3 BTK CFL1 CRK ECT2 EGFR EGLN1 ERCC6 EZH2 FER FOXO1 GPX1 GSTP1 HDAC2 HDAC6 HNRNPD HSF1 KDM6B LIG1 MAP3K5 MAPK1 MAPK3 MAPK8 MMP2 MTR NET1 NFE2L2 NQO1 OSER1 PARK7 PARP1 PAX2 PDCD10 PLD2 PLEKHA1 PPARGC1B PRDX1 PRDX5 PRKAA1 RELA ROMO1 RPS3 SETX SIRT1 SOD1 SOD2 STAT6 STK24 STK25 TOP2B TRP53 TRPA1 TXNDC2 ZFP277
GO:0000303	response to superoxide	ERCC6 PARP1 SOD1 SOD2
GO:0000305	response to oxygen radical	ERCC6 PARP1 SOD1 SOD2
GO:0000306	extrinsic component of vacuolar membrane	RAB7 ULK1 WDFY3
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	BCCIP CCNA2 CCNB1 CCNE1 CCNE2 CCNK CDK1 CDK12 CDK13 CDK7 PCNA
GO:0000313	organellar ribosome	DAP3 MRPL12 MRPL13 MRPL28 MRPL37 MRPL38 MRPL40 MRPL47 MRPL48 MRPL57
GO:0000314	organellar small ribosomal subunit	MRPL42 MRPS12 MRPS14 MRPS16 MRPS17 MRPS18B MRPS2 MRPS21 MRPS22 MRPS23 MRPS25 MRPS27 MRPS31 MRPS36 MRPS5 MRPS7
GO:0000315	organellar large ribosomal subunit	MRPL1 MRPL10 MRPL12 MRPL13 MRPL14 MRPL16 MRPL18 MRPL2 MRPL21 MRPL22 MRPL24 MRPL28 MRPL3 MRPL32 MRPL34 MRPL35 MRPL37 MRPL38 MRPL4 MRPL40 MRPL42 MRPL44 MRPL45 MRPL46 MRPL47 MRPL48 MRPL50 MRPL9 MTERF4 NSUN4
GO:0000320	re-entry into mitotic cell cycle	CCNF
GO:0000322	storage vacuole	ARHGEF7 CDC42
GO:0000323	lytic vacuole	ABCB9 ACPP ADA AKR1B3 ANK3 ANKRD27 AP5M1 ARL8B ARSB ATP13A2 ATP6V0C BC048403 BRI3 CCDC115 CCZ1 CD164 CDIP1 CLEC16A CLN3 CLTC CTBS CTSB CTSD CTSH CYB561A3 DEPDC5 FTH1 FYCO1 GAA GIMAP5 GOT1 GRN HGS HPS6 HPSE HSPA8 IFITM3 IGF2R KCNQ1 KIF2A KXD1 LAMP1 LAMP2 LAMTOR1 LAMTOR2 LAMTOR5 LAPTM4B LARS LGMN LITAF LMBRD1 LRBA MAP1LC3B MCOLN1 MIOS MTOR NBR1 NCOA4 NOS1 NPC1 NPC2 NPRL2 PAX2 PCYOX1 PIK3C3 PLA2G15 PLEKHM1 PPT1 PPT2 PSAP RAB12 RAB14 RAB27A RAB38 RAB7 RAB9 RNF19B RRAGA RRAGC SEC13 SEH1L SIAE SLC11A2 SLC30A3 SLC35F6 SMPD1 SNAP23 SNAPIN SNX16 SNX2 SNX6 SOD1 SPHK2 SQSTM1 SRGN STX7 SYT11 SYT7 TMBIM1 TMEM175 TMEM199 TMEM59 TMEM74 TMEM8 TMEM9 TMEM97 TMEM9B TSC2 UVRAG VAMP8 VPS11 VPS26A VPS33B VPS35 VPS39 VPS41 VPS4A VTI1B WDR24 WDR48 ZNRF2
GO:0000333	telomerase catalytic core complex	TERT
GO:0000338	protein deneddylation	COPS3 COPS4 COPS5 COPS6 COPS7A COPS8 GPS1 TOR1A
GO:0000339	RNA cap binding	AGO2 CYFIP1 DCPS EIF3D EIF4E FMR1 NCBP2
GO:0000340	RNA 7-methylguanosine cap binding	AGO2 CYFIP1 DCPS EIF4E FMR1 NCBP2
GO:0000346	transcription export complex	SARNP THOC1 THOC2 THOC3 THOC6 THOC7
GO:0000347	THO complex	THOC1 THOC2 THOC3 THOC6 THOC7
GO:0000375	RNA splicing, via transesterification reactions	AQR CDC40 CDK13 CRNKL1 CWC15 DCPS DDX17 DDX39 DDX41 DDX5 DHX16 DHX38 DHX9 ESRP1 HNRNPA1 HNRNPA2B1 HNRNPC HNRNPM LSM3 LSM7 METTL3 NCBP2 PHF5A PRPF19 PRPF31 PRPF6 PRPF8 RBM17 RBM22 RSRC1 SART1 SART3 SCAF11 SF1 SF3A1 SF3A2 SF3B1 SFPQ SFSWAP SLU7 SNRNP200 SNRNP70 SNRPC SNRPE SNW1 SRRM1 SRSF1 SRSF10 TRA2B U2AF2 WBP4 YTHDC1 ZRSR2
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	AQR CDC40 CDK13 CRNKL1 CWC15 DCPS DDX17 DDX39 DDX41 DDX5 DHX16 DHX38 DHX9 ESRP1 HNRNPA1 HNRNPA2B1 HNRNPC HNRNPM LSM3 LSM7 METTL3 NCBP2 PHF5A PRPF19 PRPF31 PRPF6 PRPF8 RBM17 RBM22 RSRC1 SART1 SART3 SF1 SF3A1 SF3A2 SF3B1 SFPQ SFSWAP SLU7 SNRNP200 SNRNP70 SNRPC SNRPE SNW1 SRRM1 SRSF1 SRSF10 TRA2B U2AF2 WBP4 YTHDC1 ZRSR2
GO:0000380	alternative mRNA splicing, via spliceosome	CDK13 DDX17 DDX5 DHX9 ESRP1 HNRNPA1 HNRNPM RBM17 RSRC1 SFPQ SFSWAP SLU7 SRSF1
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	DDX17 DDX5 DYRK1A FMR1 HNRNPL HNRNPU MAGOH PTBP1 RBFOX2 RBM15B RBM8A RNPS1 SREK1 SRSF2 THRAP3 TRA2B WTAP
GO:0000386	second spliceosomal transesterification activity	SLU7
GO:0000387	spliceosomal snRNP assembly	CLNS1A GEMIN6 GEMIN7 GEMIN8 LSM2 PRMT5 PRPF19 PRPF3 PRPF31 PRPF6 PRPF8 SART3 SNRPC SNRPD1 SNRPD3 SNRPF STRAP USP4
GO:0000389	mRNA 3'-splice site recognition	SLU7
GO:0000390	spliceosomal complex disassembly	TFIP11
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	DDX1 ERN1 RTCB
GO:0000395	mRNA 5'-splice site recognition	PSIP1 SFSWAP SRSF1
GO:0000398	mRNA splicing, via spliceosome	AQR CDC40 CDK13 CRNKL1 CWC15 DCPS DDX17 DDX39 DDX41 DDX5 DHX16 DHX38 DHX9 ESRP1 HNRNPA1 HNRNPA2B1 HNRNPC HNRNPM LSM3 LSM7 METTL3 NCBP2 PHF5A PRPF19 PRPF31 PRPF6 PRPF8 RBM17 RBM22 RSRC1 SART1 SART3 SF1 SF3A1 SF3A2 SF3B1 SFPQ SFSWAP SLU7 SNRNP200 SNRNP70 SNRPC SNRPE SNW1 SRRM1 SRSF1 SRSF10 TRA2B U2AF2 WBP4 YTHDC1 ZRSR2
GO:0000400	four-way junction DNA binding	BLM HMG20B HMGB1 WRN
GO:0000401	open form four-way junction DNA binding	HMGB1
GO:0000402	crossed form four-way junction DNA binding	HMGB1
GO:0000403	Y-form DNA binding	BLM RAD18 WRN
GO:0000405	bubble DNA binding	BLM ERCC5 NEIL3 WRN
GO:0000407	pre-autophagosomal structure	ATG101 ATG9A NBR1 RB1CC1 SQSTM1 STX12 ULK1 VMP1 WIPI1 ZFYVE1
GO:0000409	regulation of transcription by galactose	NCOA1
GO:0000411	positive regulation of transcription by galactose	NCOA1
GO:0000413	protein peptidyl-prolyl isomerization	CWC27 FKBP1A FKBP5 NKTR PPIA PPIB PPID PPIG PPIL2 PPIL4 PPWD1 RANBP2
GO:0000414	regulation of histone H3-K36 methylation	IWS1 NSD1 PAXIP1
GO:0000416	positive regulation of histone H3-K36 methylation	PAXIP1
GO:0000421	autophagosome membrane	ATG16L1 GABARAPL2 MAP1LC3B PRKD1 RPN2 SH3GLB1 STX17 VMP1 WIPI1
GO:0000422	mitophagy	AMBRA1 ATG14 ATG5 ATG7 BECN1 CAPN10 CDC37 CISD2 FBXO7 FIS1 FUNDC1 HDAC6 MAP1LC3B MFN2 OPTN SMURF1 SQSTM1 ULK1 USP30
GO:0000423	macromitophagy	AMBRA1 ATG14 BECN1 CDC37 HDAC6 MFN2 OPTN SMURF1 SQSTM1 ULK1
GO:0000428	DNA-directed RNA polymerase complex	BRD4 CD3EAP MYO6 POLA1 POLA2 POLR1A POLR1D POLR2A POLR2B POLR2C POLR2D POLR2E POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K POLR2L POLR3A POLR3B POLR3D RECQL5 RPAP2 RPRD2 URI1
GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	NCOA1 USF1 USF2
GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	USF1 USF2
GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	NCOA1
GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	USF1 USF2
GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	NCOA1
GO:0000436	carbon catabolite activation of transcription from RNA polymerase II promoter	NCOA1 USF1 USF2
GO:0000438	core TFIIH complex portion of holo TFIIH complex	GTF2H2 GTF2H3
GO:0000439	core TFIIH complex	ERCC2 GTF2H2 GTF2H3 GTF2H5
GO:0000444	MIS12/MIND type complex	DSN1 PMF1
GO:0000445	THO complex part of transcription export complex	THOC1 THOC2 THOC3 THOC6 THOC7
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	FCF1 RCL1
GO:0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	NPM1
GO:0000454	snoRNA guided rRNA pseudouridine synthesis	DKC1 NOP10
GO:0000460	maturation of 5.8S rRNA	EXOSC10 EXOSC4 MPHOSPH6 NOL9 PES1
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	RPS19
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GTPBP4 PES1
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PES1
GO:0000469	cleavage involved in rRNA processing	FCF1 NPM1 RCL1
GO:0000470	maturation of LSU-rRNA	GTPBP4 PES1
GO:0000478	endonucleolytic cleavage involved in rRNA processing	FCF1 NPM1 RCL1
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	FCF1 NPM1 RCL1
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	FCF1 RCL1
GO:0000491	small nucleolar ribonucleoprotein complex assembly	TAF9 ZNHIT6
GO:0000492	box C/D snoRNP assembly	TAF9 ZNHIT6
GO:0000502	proteasome complex	BAG6 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB2 PSMB3 PSMB6 PSMB7 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD10 PSMD11 PSMD12 PSMD2 PSMD3 PSMD4 PSMD6 PSMD7 PSMD8 PSME4 PSMF1 RAD23B SEL1L SYVN1 TXNL1 UBE3A UBQLN1 UBR1 UCHL5 USP14 VCP ZFAND2A
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	DPM2 PIGA PIGP PIGQ
GO:0000578	embryonic axis specification	C2CD3 COBL CTNNB1 KDM6A MESP2 NCKAP1 SMAD2 SMAD4 TMED2
GO:0000700	mismatch base pair DNA N-glycosylase activity	MUTYH PCNA
GO:0000701	purine-specific mismatch base pair DNA N-glycosylase activity	MUTYH PCNA
GO:0000702	oxidized base lesion DNA N-glycosylase activity	OGG1 SMUG1
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	SMUG1
GO:0000706	meiotic DNA double-strand break processing	BRIP1
GO:0000711	meiotic DNA repair synthesis	SYCP1 SYCP3 TEX12
GO:0000712	resolution of meiotic recombination intermediates	FANCM TEX11
GO:0000715	nucleotide-excision repair, DNA damage recognition	RAD23B XPC
GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	HMGN1 SIRT1
GO:0000722	telomere maintenance via recombination	BRCA2 NSMCE2 RAD51 RAD51D SMC5 SMC6 XRCC3
GO:0000723	telomere maintenance	ACD APEX1 BLM BRCA2 CCNE1 CCNE2 DCLRE1C DKC1 DNA2 HNRNPA2B1 HSP90AA1 HSP90AB1 NSMCE2 PARP1 PCNA PINX1 POT1A PRKDC PTGES3 RAD50 RAD51 RAD51D RIF1 RPA1 RPA2 SLX4 SMC5 SMC6 TERF1 TERF2 TERT TINF2 TNKS2 UPF1 WRN XRCC3 XRN1
GO:0000724	double-strand break repair via homologous recombination	AUNIP BLM BRCA1 BRCA2 CCDC155 FANCB HELQ HUS1 INO80 MCM8 MCM9 MMS22L MORF4L1 NABP2 NSMCE2 NUCKS1 PALB2 POLL RAD51 RAD51AP1 RAD51D RAD52 RAD54B RAD54L RBBP8 RECQL5 RFWD3 RNF138 RPA1 RPA2 RPA3 SFPQ SFR1 SLX4 SMC5 SMC6 SPIDR SWI5 TONSL UBE2N WDR48 XRCC1 XRCC2 XRCC3 ZFYVE26 ZSWIM7
GO:0000725	recombinational repair	AUNIP BLM BRCA1 BRCA2 CCDC155 FANCB HELQ HUS1 INO80 MCM8 MCM9 MMS22L MORF4L1 NABP2 NSMCE2 NUCKS1 PALB2 POLL RAD51 RAD51AP1 RAD51D RAD52 RAD54B RAD54L RBBP8 RECQL5 RFWD3 RNF138 RPA1 RPA2 RPA3 SFPQ SFR1 SLX4 SMC5 SMC6 SPIDR SWI5 TONSL UBE2N WDR48 XRCC1 XRCC2 XRCC3 ZFYVE26 ZSWIM7
GO:0000726	non-recombinational repair	KDM2A LIG1 LIG3 LIG4 MRE11A POLA1 POLL PRKDC PRPF19 RAD52 TRP53BP1 UVRAG XRCC1 XRCC4 XRCC5 XRCC6
GO:0000729	DNA double-strand break processing	BLM BRIP1 DNA2 RAD52 RBBP8 RNF138 SLX4 SMARCAD1 UBE2N UBE2V2
GO:0000730	DNA recombinase assembly	RAD51 RAD52
GO:0000731	DNA synthesis involved in DNA repair	POLE SIRT1 SYCP1 SYCP3 TEX12 WRN WRNIP1
GO:0000733	DNA strand renaturation	RECQL SMARCAL1 TRP53
GO:0000737	DNA catabolic process, endonucleolytic	MUS81
GO:0000738	DNA catabolic process, exonucleolytic	XRN2
GO:0000768	syncytium formation by plasma membrane fusion	ADGRB3 DYRK1B MYH9 NEO1 SH3PXD2A TANC1
GO:0000774	adenyl-nucleotide exchange factor activity	HSPH1 PFN1
GO:0000775	chromosome, centromeric region	AHCTF1 ANAPC16 ATRX AURKC BIRC5 BOD1 BUB1 BUB1B BUB3 CBX1 CBX5 CDCA8 CDT1 CENPA CENPC1 CENPE CENPF CENPH CENPK CENPM CENPN CENPO CENPP CENPQ CENPU CENPV CENPW CFDP1 CHAMP1 CKAP5 CLASP1 CLASP2 CSNK1A1 CTCF DAPK3 DAXX DCTN3 DCTN5 DCTN6 DNMT3A DNMT3B DSN1 DYNLT3 ERCC6L FBXO28 FMR1 GPATCH11 HELLS HJURP HNRNPU HSF1 INCENP KANSL1 KIF2C KNSTRN KNTC1 LRWD1 MAD1L1 MAD2L1 MEAF6 MIS18A MIS18BP1 MKI67 NCAPG NDC80 NDE1 NDEL1 NEK2 NGDN NUF2 NUP107 NUP37 NUP43 NUP85 PHF6 PINX1 PLK1 PMF1 PPP2CA PPP2R1A PPP2R5A PPP2R5C RAD21 RCC2 SEH1L SKA1 SKA3 SMC1A SMC1B SMC3 SPAG5 SPC24 SPC25 SPDL1 SS18L1 STAG2 SUV39H2 SYCP1 SYCP2L SYCP3 TEX14 TNKS TPR TRP53BP1 UVRAG WDHD1 ZFP207 ZFP330 ZW10 ZWILCH ZWINT
GO:0000776	kinetochore	AHCTF1 ANAPC16 APC BIRC5 BOD1 BUB1 BUB1B BUB3 CBX5 CENPA CENPC1 CENPE CENPH CENPK CENPM CENPN CENPO CENPU CENPV CENPW CFDP1 CHAMP1 CKAP5 CLASP1 CSNK1A1 DCTN1 DCTN3 DCTN4 DCTN5 DCTN6 DSN1 DYNLL1 DYNLT3 ERCC6L FBXO28 GPATCH11 HJURP HNRNPU HSF1 INCENP KANSL1 KAT8 KIF18A KIF2C KNSTRN KNTC1 LRWD1 MAD1L1 MAD2L1 MEAF6 MTBP NCAPD3 NDC80 NDE1 NDEL1 NEK2 NUF2 PAFAH1B1 PBRM1 PHF6 PINX1 PLK1 PMF1 PPP1R12A PSEN1 PSEN2 SIN3A SKA1 SKA3 SMC1A SPAG5 SPC24 SPC25 SPDL1 SS18L1 TEX14 TPR TRP53BP1 TTK XPO1 ZFP207 ZW10 ZWILCH ZWINT
